date,source,destination,distance_km,congestion_index,time_of_day,weather,day_of_week,festival,actual_travel_time_min,road_type
11-04-2024,Dadar,Bandra Kurla Complex,5.32,0.98,17:39,Heavy Rain,Thursday,Gudi Padwa,74.8,urban
12-11-2023,Belapur,Andheri,24.24,0.98,01:15,Cloudy,Sunday,Diwali,200.1,congested
19-10-2022,Bhandup,Nerul,16.45,0.61,15:49,Clear,Wednesday,,28,freeway
19-10-2023,Mohammad Ali Road,Colaba,6.73,0.73,22:21,Clear,Thursday,,21.3,urban
08-03-2023,Bhandup,Sion,19.93,0.8,11:40,Clear,Wednesday,Holi,63.7,urban
05-05-2022,Matunga,Andheri,15.37,0.27,04:52,Cloudy,Thursday,,15.7,freeway
31-08-2022,Sion,Kalyan,45.04,0.94,10:50,Heavy Rain,Wednesday,Ganesh Chaturthi,458.1,urban
21-06-2022,Chembur,Bandra,10.1,0.88,04:58,Rain,Tuesday,,89.6,congested
03-07-2023,Western Express Highway,Dadar,9.72,0.95,07:25,Heavy Rain,Monday,,76.3,urban
24-03-2024,Airoli,Matunga,29.56,0.31,23:16,Clear,Sunday,,32.1,freeway
27-09-2022,Belapur,Mohammad Ali Road,32.72,0.89,08:05,Cloudy,Tuesday,,281.1,congested
08-01-2024,Bhandup,Bandra Kurla Complex,23.83,0.91,17:21,Clear,Monday,,286.8,congested
21-02-2022,Mohammad Ali Road,CST,2.76,0.76,12:31,Clear,Monday,,9.7,urban
14-06-2024,Borivali,Goregaon,9.51,0.96,03:15,Rain,Friday,,78.4,congested
20-09-2023,Crawford Market,CST,3.44,0.83,01:01,Cloudy,Wednesday,,11.3,urban
26-10-2022,Western Express Highway,Ghatkopar,8.18,0.8,08:11,Clear,Wednesday,Navratri,32.2,urban
15-05-2023,Colaba,Powai,33.14,0.82,09:04,Clear,Monday,,148.6,urban
03-04-2022,Chembur,Colaba,27.23,0.74,13:43,Cloudy,Sunday,Ramadan Evenings,79.9,urban
26-08-2024,Eastern Freeway Start,Dadar,11.12,0.65,22:18,Rain,Monday,Janmashtami,19.8,freeway
31-07-2022,Bandra Kurla Complex,Dombivli,39.05,0.84,20:55,Rain,Sunday,,224.2,urban
03-07-2023,Matunga,Colaba,18.99,1,18:51,Rain,Monday,,278.8,congested
12-07-2024,Kurla,Bandra Kurla Complex,5.56,0.9,19:38,Cloudy,Friday,,24.6,urban
29-03-2024,Kalyan,Bhandup,31.64,0.23,13:52,Clear,Friday,,31.1,freeway
09-05-2022,Nerul,Juhu,25.35,0.77,21:57,Clear,Monday,,80.9,urban
15-08-2024,Bandra Kurla Complex,Bandra,0.5,0.92,03:43,Rain,Thursday,Independence Day,4.6,congested
03-01-2022,Eastern Freeway Start,Kalyan,42.95,0.78,19:06,Cloudy,Monday,,171.8,urban
31-08-2022,Crawford Market,Vashi,26.16,0.81,05:21,Rain,Wednesday,Ganesh Chaturthi,99.5,urban
02-05-2022,Byculla,Colaba,11.34,0.79,15:24,Clear,Monday,Eid,39.5,urban
31-08-2022,Vashi,Malad,26.97,0.73,00:15,Heavy Rain,Wednesday,Ganesh Chaturthi,83.7,freeway
10-04-2024,Crawford Market,Dombivli,45.39,0.84,20:04,Clear,Wednesday,Eid,236.7,urban
01-05-2024,Girgaon,Eastern Freeway Start,22.04,0.75,16:15,Clear,Wednesday,,64.2,urban
18-03-2022,Powai,Bhandup,8.08,0.71,08:42,Clear,Friday,Holi,21.1,freeway
26-08-2024,Nerul,Ghatkopar,16.27,1,05:44,Heavy Rain,Monday,Janmashtami,93.4,urban
25-07-2023,Mulund,Marine Lines,36.42,0.79,02:30,Cloudy,Tuesday,,103.3,urban
11-03-2024,Dombivli,Sion,32.97,0.52,22:01,Clear,Monday,Ramadan Evenings,45.1,freeway
19-10-2024,Western Express Highway,Belapur,27.94,0.72,12:57,Cloudy,Saturday,,82.5,urban
25-12-2023,Matunga,Lalbaug,4.9,0.79,10:34,Clear,Monday,Christmas/NewYear,21.7,urban
30-12-2024,Malad,Juhu,11.25,0.88,01:42,Rain,Monday,,46.6,urban
25-02-2023,Bandra,Malad,15.57,0.76,11:45,Cloudy,Saturday,,47.2,urban
11-03-2024,Mulund,Goregaon,16.38,0.82,17:29,Cloudy,Monday,Ramadan Evenings,85.9,urban
23-07-2024,Dombivli,Bandra,33.66,0.97,16:43,Rain,Tuesday,,308,congested
07-09-2024,Nerul,Kurla,22.68,0.93,01:25,Rain,Saturday,Ganesh Chaturthi,201.4,congested
25-12-2022,Belapur,Juhu,27.37,0.85,18:26,Rain,Sunday,Christmas/NewYear,162.2,urban
19-09-2023,Bandra Kurla Complex,Thane,31.66,0.64,23:55,Rain,Tuesday,Ganesh Chaturthi,58.3,freeway
08-03-2023,Borivali,Thane,18.33,0.99,22:46,Clear,Wednesday,Holi,150.6,congested
01-12-2023,Borivali,Matunga,32.61,0.5,20:53,Clear,Friday,,50,freeway
31-08-2023,Bhandup,Dadar,21.64,0.49,12:23,Rain,Thursday,,28.9,freeway
15-08-2023,Matunga,Vashi,24.34,0.33,14:12,Rain,Tuesday,Independence Day,28.6,freeway
23-03-2023,Crawford Market,Nerul,24.67,0.82,04:44,Heavy Rain,Thursday,Ramadan Evenings,78.2,urban
24-10-2022,Powai,Mulund,9.78,0.85,22:49,Cloudy,Monday,Diwali,35.7,urban
04-04-2023,Nerul,Chembur,16.73,0.86,15:07,Clear,Tuesday,,129.4,congested
22-05-2022,Matunga,Kurla,8.67,0.88,12:18,Clear,Sunday,,61.9,congested
17-04-2022,Bhandup,Ghatkopar,14,0.85,15:59,Rain,Sunday,,49.7,urban
06-11-2022,Powai,Dombivli,23.48,0.99,07:43,Clear,Sunday,,232.8,congested
25-12-2022,Western Express Highway,Panvel,38.83,0.83,03:28,Rain,Sunday,Christmas/NewYear,134.6,urban
07-12-2022,Western Express Highway,Borivali,21.9,0.81,02:35,Fog,Wednesday,,81.9,urban
14-04-2022,Sion,Marine Lines,15.67,0.8,06:04,Clear,Thursday,,44.6,urban
31-08-2022,Lalbaug,Powai,19.77,0.87,13:38,Rain,Wednesday,Ganesh Chaturthi,113.4,urban
01-02-2023,Marine Lines,Girgaon,1.47,0.51,17:59,Clear,Wednesday,,2,freeway
02-04-2022,Fort,Chembur,21.65,1,07:57,Storm,Saturday,Gudi Padwa,125.6,urban
16-11-2023,Malad,Dombivli,35.94,0.81,20:10,Clear,Thursday,,166.7,urban
26-08-2024,Western Express Highway,Belapur,28.45,0.61,04:39,Rain,Monday,Janmashtami,49.7,freeway
26-08-2024,Colaba,Matunga,17.08,0.62,19:58,Rain,Monday,Janmashtami,33.4,freeway
26-10-2022,Marine Lines,Worli,6.87,0.8,06:14,Clear,Wednesday,Navratri,22.1,urban
19-07-2022,Dombivli,Crawford Market,38.62,0.73,02:26,Cloudy,Tuesday,,119.4,urban
19-09-2023,Crawford Market,Juhu,19.12,0.73,01:58,Cloudy,Tuesday,Ganesh Chaturthi,56.4,urban
10-08-2022,Thane,Mulund,8.98,0.92,13:51,Heavy Rain,Wednesday,,49.8,urban
22-03-2023,Panvel,Borivali,46.32,0.44,13:14,Storm,Wednesday,Gudi Padwa,52.6,freeway
16-12-2023,Dadar,Bhandup,20.45,0.83,20:27,Cloudy,Saturday,,84.9,urban
04-11-2022,Colaba,Byculla,12.16,0.84,15:37,Clear,Friday,,38.6,urban
25-09-2022,Chembur,Marine Lines,20.45,0.94,01:42,Rain,Sunday,,186.3,congested
21-03-2022,Matunga,Mohammad Ali Road,8.72,0.76,16:04,Clear,Monday,,30.9,urban
25-12-2023,CST,Fort,0.86,0.99,07:26,Fog,Monday,Christmas/NewYear,12.7,congested
10-08-2022,Airoli,Andheri,20.64,0.84,02:55,Rain,Wednesday,,98.5,urban
15-08-2022,Vashi,Sion,17.25,0.94,14:21,Cloudy,Monday,Independence Day,142.3,congested
20-09-2023,Eastern Freeway Start,Marine Lines,19.02,1,19:49,Clear,Wednesday,,491.5,congested
25-03-2024,Ghatkopar,Western Express Highway,9.15,0.91,16:58,Rain,Monday,Holi,110.1,congested
08-12-2023,Malad,Bhandup,15.2,0.9,15:07,Fog,Friday,,157.8,congested
01-11-2024,Mulund,Crawford Market,29.57,0.55,14:24,Clear,Friday,Diwali,46.7,freeway
12-11-2023,Worli,Ghatkopar,15.84,1,19:54,Heavy Rain,Sunday,Diwali,156.5,urban
09-05-2024,Panvel,Kalyan,38.46,0.9,03:47,Cloudy,Thursday,,282.8,congested
06-05-2024,Powai,Matunga,16.92,0.44,05:32,Clear,Monday,,20.1,freeway
02-10-2022,Byculla,Worli,3.16,0.94,05:24,Cloudy,Sunday,,24.2,congested
07-06-2023,Sion,Goregaon,20.67,0.91,12:21,Rain,Wednesday,,223.7,congested
11-06-2022,Airoli,Dombivli,17.3,0.83,20:52,Rain,Saturday,,98.6,urban
26-10-2024,Panvel,CST,42.66,0.3,04:43,Cloudy,Saturday,,45.6,freeway
02-04-2022,Colaba,Mulund,37.48,0.82,02:24,Clear,Saturday,Gudi Padwa,116.6,urban
22-05-2023,Mulund,Eastern Freeway Start,15.67,0.85,05:03,Clear,Monday,,57.6,urban
10-12-2023,Mohammad Ali Road,CST,3.24,0.88,23:43,Rain,Sunday,,12.2,urban
26-02-2024,Vashi,Bhandup,12.18,0.99,00:46,Clear,Monday,,111.2,congested
09-08-2022,Sion,Worli,10.47,0.92,23:56,Heavy Rain,Tuesday,,157.1,congested
15-01-2024,Nerul,Goregaon,34.27,0.83,17:20,Fog,Monday,,183.2,urban
24-10-2022,Girgaon,Dombivli,43.8,0.91,10:43,Clear,Monday,,222.9,urban
26-06-2024,Fort,Bandra Kurla Complex,16.42,0.93,23:26,Clear,Wednesday,,120.7,congested
06-09-2024,Fort,Bhandup,35.2,0.9,17:15,Heavy Rain,Friday,,317.5,urban
25-07-2024,Thane,Airoli,8.47,0.98,12:58,Rain,Thursday,,70.5,congested
12-02-2022,Andheri,Eastern Freeway Start,12.39,0.89,18:53,Fog,Saturday,,58,urban
03-10-2024,Byculla,Colaba,12.75,0.91,17:06,Clear,Thursday,Navratri,133.5,congested
18-03-2022,Kalyan,Sion,51.96,0.73,22:34,Cloudy,Friday,Holi,154.7,urban
21-07-2023,Sion,Belapur,25.41,0.77,03:11,Heavy Rain,Friday,,63.3,freeway
20-01-2022,Bandra Kurla Complex,Girgaon,14.97,0.28,16:47,Cloudy,Thursday,,16.3,freeway
26-08-2024,Juhu,Goregaon,9.76,0.69,19:31,Rain,Monday,Janmashtami,19.8,freeway
19-09-2023,Ghatkopar,Andheri,9.42,0.65,20:23,Storm,Tuesday,Ganesh Chaturthi,14.6,freeway
05-10-2023,Marine Lines,Fort,3.32,0.76,13:41,Clear,Thursday,,9.8,urban
09-05-2022,Kalyan,Chembur,38.88,0.79,16:11,Clear,Monday,,143.5,urban
14-04-2024,Vashi,Panvel,20.6,0.89,09:43,Clear,Sunday,,104.5,urban
19-01-2024,Thane,Belapur,25.61,0.53,00:28,Rain,Friday,,35.8,freeway
10-04-2024,Bandra,Kalyan,42.94,0.95,08:12,Cloudy,Wednesday,Eid,266.1,urban
05-03-2023,Dombivli,Mulund,23.56,0.8,10:49,Clear,Sunday,,105.2,urban
11-11-2024,Mulund,Lalbaug,31.54,0.8,18:03,Clear,Monday,,135.4,urban
31-08-2022,Sion,Eastern Freeway Start,7.41,1,09:03,Heavy Rain,Wednesday,Ganesh Chaturthi,40.6,urban
22-07-2024,Borivali,Western Express Highway,20.23,0.85,03:06,Clear,Monday,,67.9,urban
25-07-2022,Bandra,Bandra Kurla Complex,0.51,0.88,00:11,Heavy Rain,Monday,,3.6,urban
14-03-2022,Worli,Marine Lines,8.28,0.85,10:33,Cloudy,Monday,,39.9,urban
11-03-2024,Byculla,Dadar,2.92,1,17:48,Heavy Rain,Monday,Ramadan Evenings,47.7,congested
26-08-2024,Mulund,Panvel,36.07,0.34,16:41,Cloudy,Monday,Janmashtami,40.2,freeway
16-08-2022,Ghatkopar,Airoli,21.07,1,15:06,Clear,Tuesday,,372.8,congested
02-05-2023,Airoli,CST,35.62,0.5,08:44,Cloudy,Tuesday,,50.1,freeway
15-07-2024,Airoli,Byculla,32.72,0.74,16:38,Heavy Rain,Monday,,87.9,freeway
19-09-2023,Airoli,Dombivli,15.63,0.94,18:38,Heavy Rain,Tuesday,Ganesh Chaturthi,234.5,congested
01-02-2022,Sion,Bandra Kurla Complex,4.43,1,17:52,Clear,Tuesday,,34.4,urban
15-08-2024,Chembur,Sion,5.47,0.88,18:28,Heavy Rain,Thursday,Independence Day,50.6,urban
15-08-2024,Bandra Kurla Complex,Kurla,5.48,1,18:37,Rain,Thursday,Independence Day,77.4,congested
30-12-2023,Worli,Ghatkopar,15.82,0.77,22:11,Cloudy,Saturday,,44.6,urban
17-11-2023,Juhu,Panvel,43.67,1,16:02,Rain,Friday,,478.5,congested
07-02-2024,Bhandup,Kurla,18.28,0.75,16:06,Clear,Wednesday,,59.5,urban
31-07-2023,Bandra,Borivali,23.16,0.92,12:40,Rain,Monday,,248,congested
25-12-2024,Dadar,Dombivli,32.8,0.92,14:20,Clear,Wednesday,Christmas/NewYear,233.1,congested
07-09-2024,Thane,Panvel,40.54,0.84,18:27,Rain,Saturday,Ganesh Chaturthi,246,urban
27-06-2022,Dombivli,Western Express Highway,35.74,0.77,21:06,Rain,Monday,,132.6,urban
23-06-2023,Andheri,Powai,9.6,0.82,23:59,Clear,Friday,,30.5,urban
08-02-2023,Byculla,Chembur,12.92,0.89,01:58,Clear,Wednesday,,100.6,congested
20-10-2024,Airoli,Ghatkopar,16.51,0.9,02:43,Rain,Sunday,,181.9,congested
25-12-2024,Andheri,Borivali,17.68,0.97,21:57,Fog,Wednesday,Christmas/NewYear,164,congested
02-05-2024,Sion,Panvel,31.28,0.44,18:59,Clear,Thursday,,41,freeway
05-02-2024,Kalyan,Bandra Kurla Complex,46.61,0.98,14:10,Clear,Monday,,444.2,congested
31-08-2022,Eastern Freeway Start,Malad,16.73,0.82,18:56,Cloudy,Wednesday,Ganesh Chaturthi,86,urban
24-06-2024,Western Express Highway,Belapur,27.01,0.66,11:55,Heavy Rain,Monday,,61.6,freeway
17-02-2023,Dadar,Borivali,29.02,0.37,21:19,Clear,Friday,,32.8,freeway
23-03-2023,Powai,Crawford Market,21.68,0.78,15:36,Clear,Thursday,Ramadan Evenings,68.2,urban
01-12-2024,Marine Lines,Kalyan,69.31,0.43,10:30,Clear,Sunday,,95.6,freeway
18-03-2022,Matunga,Lalbaug,5.56,0.93,21:21,Clear,Friday,,42.2,congested
16-04-2023,Kurla,Bhandup,16.09,0.95,19:58,Rain,Sunday,,236.2,congested
13-03-2023,Goregaon,Mohammad Ali Road,26.34,0.89,05:52,Clear,Monday,,215.5,congested
06-11-2024,Bandra Kurla Complex,Kurla,4.59,0.86,18:11,Clear,Wednesday,,21.1,urban
20-03-2024,Bandra Kurla Complex,Powai,15.27,0.85,07:44,Cloudy,Wednesday,,72.5,urban
23-03-2023,Bandra,Goregaon,14,1,05:07,Heavy Rain,Thursday,Ramadan Evenings,261.9,congested
19-09-2023,Girgaon,Juhu,23.64,0.93,14:48,Heavy Rain,Tuesday,Ganesh Chaturthi,295.4,urban
24-10-2022,Goregaon,Juhu,8.17,0.86,23:17,Rain,Monday,Diwali,47.3,urban
10-04-2024,Powai,Nerul,21.15,0.88,08:13,Clear,Wednesday,Eid,130.4,urban
20-03-2023,Crawford Market,Belapur,26.19,0.27,13:04,Clear,Monday,,28.2,freeway
21-09-2024,Bandra,Mohammad Ali Road,13.55,1,06:11,Heavy Rain,Saturday,,203.2,congested
03-07-2023,Girgaon,Sion,12.87,0.84,18:08,Rain,Monday,,79.1,urban
22-03-2023,Borivali,Mulund,16.22,0.96,05:30,Clear,Wednesday,,124.3,congested
06-12-2022,Goregaon,CST,29.01,0.88,14:20,Clear,Tuesday,,224.4,congested
26-05-2022,Bandra Kurla Complex,Marine Lines,15.29,0.77,09:31,Clear,Thursday,,52.8,urban
13-10-2024,Belapur,Thane,24.67,0.91,13:56,Rain,Sunday,,116,urban
18-03-2023,Chembur,Girgaon,17.63,0.8,06:52,Cloudy,Saturday,,50.9,urban
11-11-2022,Kurla,Goregaon,13.35,0.93,16:35,Clear,Friday,,105,congested
08-03-2023,Powai,Borivali,19.17,0.88,10:57,Clear,Wednesday,Holi,106.1,urban
21-03-2022,Andheri,Nerul,23.68,0.91,05:10,Clear,Monday,,179.9,congested
31-08-2022,Mulund,Fort,40.38,0.71,22:52,Rain,Wednesday,Ganesh Chaturthi,86.3,freeway
10-02-2022,Panvel,Vashi,17.45,0.91,19:44,Clear,Thursday,,79,urban
03-06-2024,Nerul,Mohammad Ali Road,34.79,0.46,01:09,Rain,Monday,,45.1,freeway
09-04-2023,Matunga,Marine Lines,10.83,0.92,00:10,Rain,Sunday,,107.6,congested
18-12-2023,Western Express Highway,Andheri,5.5,0.8,14:17,Cloudy,Monday,,21.3,urban
18-03-2022,Crawford Market,Byculla,5.14,1,00:00,Heavy Rain,Friday,Holi,48.9,congested
05-08-2023,Airoli,Western Express Highway,27.89,0.29,05:44,Cloudy,Saturday,,27.3,freeway
06-08-2024,Western Express Highway,Worli,11.33,0.97,11:33,Heavy Rain,Tuesday,,169.9,congested
28-11-2024,Girgaon,Panvel,36.89,0.7,11:21,Clear,Thursday,,105.3,urban
15-12-2022,Matunga,Crawford Market,9.53,0.89,17:18,Rain,Thursday,,51,urban
27-11-2024,Airoli,Ghatkopar,20.06,0.77,05:05,Clear,Wednesday,,63.4,urban
24-09-2022,Juhu,Panvel,40.92,0.5,06:05,Rain,Saturday,,53.2,freeway
15-08-2024,Fort,Matunga,14.29,1,13:37,Storm,Thursday,Independence Day,147.5,urban
15-10-2023,Goregaon,Ghatkopar,13.48,0.8,02:27,Heavy Rain,Sunday,Navratri,47.8,urban
28-05-2022,Fort,Ghatkopar,20.85,0.9,14:57,Clear,Saturday,,175.6,congested
09-06-2024,Bandra Kurla Complex,Malad,16.92,0.87,19:24,Rain,Sunday,,106.5,urban
02-04-2022,Kalyan,Colaba,58.71,0.64,19:26,Heavy Rain,Saturday,Gudi Padwa,102.7,freeway
11-06-2023,Eastern Freeway Start,Belapur,15.28,0.82,15:04,Rain,Sunday,,55.3,urban
20-01-2022,Bandra Kurla Complex,Powai,11.27,0.87,01:22,Fog,Thursday,,49.8,urban
31-01-2022,CST,Western Express Highway,22.69,0.83,19:31,Clear,Monday,,102.1,urban
08-03-2023,Kurla,Fort,22.48,1,17:17,Heavy Rain,Wednesday,Holi,284.2,congested
20-10-2022,Bhandup,Bandra,19.08,0.89,22:02,Clear,Thursday,,140.2,congested
27-12-2023,Kalyan,Airoli,24.96,0.81,17:03,Cloudy,Wednesday,,95.2,urban
15-08-2024,Mulund,Byculla,34.64,0.77,01:45,Heavy Rain,Thursday,Independence Day,91.8,freeway
27-07-2024,Fort,CST,0.88,0.79,00:44,Rain,Saturday,,3.6,urban
31-08-2022,CST,Bandra,15.72,0.88,14:39,Heavy Rain,Wednesday,Ganesh Chaturthi,119.2,urban
22-11-2024,Andheri,Girgaon,25.97,0.9,21:00,Clear,Friday,,195.1,congested
27-01-2023,Nerul,Thane,24.39,0.96,14:15,Cloudy,Friday,,205.1,congested
15-12-2024,Panvel,Bandra Kurla Complex,41.57,0.69,19:38,Fog,Sunday,,87.8,freeway
20-02-2023,Byculla,Dadar,2.75,1,17:32,Clear,Monday,,32.5,congested
03-04-2022,Kurla,Thane,24.01,1,03:36,Heavy Rain,Sunday,Ramadan Evenings,211.7,congested
10-04-2024,Nerul,Western Express Highway,24.08,0.74,16:11,Clear,Wednesday,Eid,70.1,urban
06-09-2023,Kalyan,Crawford Market,52.49,0.53,06:34,Rain,Wednesday,Janmashtami,76,freeway
28-03-2024,Lalbaug,Matunga,5.14,0.79,11:48,Clear,Thursday,,14.7,urban
15-10-2023,Dadar,Mohammad Ali Road,10.98,0.3,03:27,Clear,Sunday,Navratri,12.5,freeway
03-08-2023,Kalyan,Matunga,47.01,0.93,07:43,Rain,Thursday,,705.1,congested
22-07-2024,Mohammad Ali Road,Goregaon,25.37,0.53,03:45,Rain,Monday,,41.6,freeway
26-08-2024,Borivali,Worli,40.68,1,20:26,Storm,Monday,Janmashtami,220.9,freeway
20-09-2024,Bhandup,Mulund,3.66,0.72,14:42,Cloudy,Friday,,11.1,urban
21-04-2023,Kurla,Juhu,9.5,0.61,00:31,Clear,Friday,Eid,16.7,freeway
06-09-2023,CST,Borivali,37.73,0.61,03:00,Heavy Rain,Wednesday,Janmashtami,75.2,freeway
06-09-2023,Kalyan,Bandra Kurla Complex,48.32,0.44,04:08,Rain,Wednesday,Janmashtami,62,freeway
09-02-2024,Girgaon,Bhandup,30.28,0.29,16:13,Cloudy,Friday,,29.9,freeway
23-03-2023,Marine Lines,Vashi,31.16,0.86,16:19,Storm,Thursday,Ramadan Evenings,113.9,urban
29-05-2023,Ghatkopar,Western Express Highway,8.26,0.93,07:37,Clear,Monday,,88.1,congested
08-03-2023,Sion,Matunga,3.53,0.81,15:06,Clear,Wednesday,Holi,10.3,urban
25-12-2023,Sion,Ghatkopar,7.54,0.96,19:50,Rain,Monday,Christmas/NewYear,63.8,urban
24-10-2022,Chembur,Bandra Kurla Complex,9.24,0.94,18:43,Clear,Monday,Diwali,138.6,congested
02-05-2022,Panvel,Goregaon,38.12,0.58,19:18,Clear,Monday,Eid,60.8,freeway
11-03-2024,Thane,Kalyan,19.84,0.52,13:31,Rain,Monday,Ramadan Evenings,29.6,freeway
11-10-2022,Crawford Market,Andheri,20.41,0.75,15:09,Clear,Tuesday,,64.9,urban
20-09-2024,Byculla,Airoli,29.78,0.89,01:27,Rain,Friday,,264.7,congested
13-12-2022,Kurla,Byculla,11.48,0.32,02:16,Clear,Tuesday,,12.4,freeway
12-08-2024,Dadar,CST,12.43,0.88,20:49,Rain,Monday,,100.3,urban
12-02-2024,Airoli,Kalyan,21.31,0.92,08:56,Fog,Monday,,319.6,congested
22-03-2023,Worli,Bandra Kurla Complex,9.43,0.99,13:57,Heavy Rain,Wednesday,Gudi Padwa,36.1,urban
26-08-2024,Juhu,Ghatkopar,12.91,0.81,05:47,Rain,Monday,Janmashtami,58.9,urban
12-09-2022,Matunga,Mulund,30.05,0.92,03:18,Heavy Rain,Monday,,450.8,congested
05-05-2024,Bhandup,Juhu,18.06,0.81,15:45,Clear,Sunday,,55.3,urban
19-09-2023,Andheri,Dombivli,35.63,0.41,01:37,Rain,Tuesday,,47.9,freeway
26-10-2022,Matunga,CST,11.96,0.74,03:38,Cloudy,Wednesday,Navratri,33.2,urban
06-06-2024,Mulund,Bandra,24.31,0.84,14:53,Clear,Thursday,,77.6,urban
16-06-2024,Dadar,Bandra Kurla Complex,6.41,0.92,19:40,Cloudy,Sunday,,72.1,congested
05-11-2022,Marine Lines,Chembur,20.03,0.89,03:19,Clear,Saturday,,161.9,congested
28-09-2022,Belapur,Powai,22.92,0.8,01:12,Rain,Wednesday,,97.4,urban
17-07-2023,Western Express Highway,Chembur,8.72,0.97,20:20,Heavy Rain,Monday,,92.1,urban
25-12-2024,Bhandup,Powai,6.7,0.81,21:04,Fog,Wednesday,Christmas/NewYear,25,urban
13-06-2023,Colaba,Marine Lines,4.36,0.97,13:16,Cloudy,Tuesday,,26,urban
25-03-2024,Borivali,Dadar,28.28,0.7,17:55,Heavy Rain,Monday,Holi,60.5,freeway
18-08-2022,Lalbaug,Sion,8.49,0.86,22:32,Storm,Thursday,Janmashtami,33.6,freeway
12-09-2022,Bhandup,Fort,35.54,0.83,18:00,Rain,Monday,,107.3,freeway
25-06-2022,Panvel,Thane,43.54,0.79,05:44,Heavy Rain,Saturday,,121.5,freeway
14-08-2024,Byculla,Andheri,15.91,0.75,22:39,Clear,Wednesday,,47.5,urban
10-05-2023,Juhu,Kalyan,44.93,0.47,02:34,Clear,Wednesday,,88.1,freeway
24-06-2024,Dadar,Matunga,0.77,0.79,01:20,Cloudy,Monday,,3,urban
09-11-2022,Dadar,Juhu,10.81,0.72,00:30,Clear,Wednesday,,33.5,urban
25-12-2023,Lalbaug,Airoli,28.88,0.4,03:19,Clear,Monday,Christmas/NewYear,31.9,freeway
11-06-2024,Thane,Bandra Kurla Complex,27.79,0.38,06:28,Rain,Tuesday,,35.1,freeway
25-12-2023,Eastern Freeway Start,Thane,24.25,0.93,02:29,Fog,Monday,Christmas/NewYear,244.9,congested
25-12-2022,Mulund,Worli,31.6,0.95,16:13,Cloudy,Sunday,Christmas/NewYear,247.7,congested
11-08-2022,Marine Lines,Bhandup,40.55,0.47,07:13,Cloudy,Thursday,,52.2,freeway
19-02-2024,Girgaon,Colaba,5.93,0.88,16:18,Rain,Monday,,25.8,urban
07-09-2024,Borivali,Powai,17.35,0.75,11:27,Clear,Saturday,Ganesh Chaturthi,52.1,urban
16-12-2022,Vashi,Kurla,20.15,0.75,14:33,Clear,Friday,,66.7,urban
31-05-2022,Colaba,Juhu,25.36,0.79,06:33,Clear,Tuesday,,83.8,urban
29-01-2022,Marine Lines,Chembur,18.49,0.93,13:55,Clear,Saturday,,131.3,congested
02-04-2022,CST,Eastern Freeway Start,23.29,0.82,13:16,Clear,Saturday,Gudi Padwa,71.3,urban
28-03-2022,Airoli,Worli,36.53,0.51,09:34,Cloudy,Monday,,54.5,freeway
09-09-2023,Bhandup,Juhu,18.74,0.45,03:12,Rain,Saturday,,24.7,freeway
19-08-2024,Mohammad Ali Road,Western Express Highway,16.42,0.87,01:23,Heavy Rain,Monday,,128.8,urban
06-06-2022,Worli,Sion,8.88,0.87,06:19,Rain,Monday,,35.7,urban
15-08-2024,Borivali,Mohammad Ali Road,35.48,0.74,10:36,Heavy Rain,Thursday,Independence Day,81.4,freeway
12-08-2024,Bandra,CST,19.66,0.82,06:01,Rain,Monday,,84.4,urban
04-06-2022,Malad,Crawford Market,31.15,0.94,19:02,Rain,Saturday,,180.2,urban
16-10-2022,Belapur,Dadar,22.65,0.37,10:49,Clear,Sunday,,28.5,freeway
19-01-2022,Malad,Marine Lines,37.9,0.9,07:50,Clear,Wednesday,,378.1,congested
01-11-2024,Matunga,Chembur,10.2,0.7,06:31,Clear,Friday,Diwali,28.5,urban
12-06-2023,Goregaon,Bandra,15.31,0.81,08:24,Cloudy,Monday,,61.6,urban
15-08-2023,Juhu,Matunga,12.62,0.82,18:44,Cloudy,Tuesday,Independence Day,50.5,urban
12-11-2023,Lalbaug,Nerul,31.15,0.27,03:58,Clear,Sunday,Diwali,29.7,freeway
19-05-2022,Kurla,Ghatkopar,4.58,0.78,19:51,Clear,Thursday,,17.8,urban
06-09-2023,Mulund,Thane,7.61,0.78,14:25,Cloudy,Wednesday,,21.4,urban
01-06-2024,Sion,Worli,9.49,0.92,07:37,Heavy Rain,Saturday,,59.6,urban
15-11-2024,Bandra Kurla Complex,Western Express Highway,3.19,0.85,07:04,Clear,Friday,,13.6,urban
15-11-2024,Kalyan,Crawford Market,65.51,0.91,20:42,Cloudy,Friday,,324.2,urban
06-09-2023,Panvel,Powai,32.78,0.81,09:39,Clear,Wednesday,Janmashtami,118.6,urban
24-10-2022,Airoli,Marine Lines,37.2,0.65,19:58,Heavy Rain,Monday,Diwali,71.3,freeway
06-09-2023,Crawford Market,Airoli,40.16,0.95,22:46,Heavy Rain,Wednesday,Janmashtami,356.7,urban
15-08-2024,Thane,Marine Lines,45.93,0.37,07:45,Clear,Thursday,Independence Day,52.7,freeway
25-03-2024,Ghatkopar,Powai,7.63,0.76,06:55,Clear,Monday,,26.9,urban
25-01-2023,Goregaon,Eastern Freeway Start,15.72,0.98,07:09,Rain,Wednesday,,235.8,congested
30-10-2023,Panvel,Mohammad Ali Road,43.68,0.79,04:19,Clear,Monday,,140.2,urban
