time_of_day,day_of_week,weather,ors_time,congestion_index,actual_travel_time,distance_km,congestion_index
Night,Thursday,Rainy,33.34,0.86,32.8,34.39,0.96
Night,Saturday,Cloudy,15.01,0.98,14.69,12.91,0.97
Morning Peak,Friday,Clear,26.81,1.35,36.1,23.0,0.97
Evening Peak,Saturday,Rainy,28.96,1.28,46.11,22.12,0.8
Evening Peak,Tuesday,Rainy,33.28,1.32,51.28,2.78,0.8
Night,Monday,Clear,33.33,1.02,34.07,5.32,0.98
Midday,Sunday,Clear,22.85,1.01,23.02,24.24,0.98
Evening Peak,Monday,Cloudy,52.51,1.56,81.98,16.45,0.61
Evening Peak,Tuesday,Clear,27.78,1.23,34.12,6.73,0.73
Morning Peak,Tuesday,Rainy,21.48,1.49,37.29,19.93,0.8
Morning Peak,Sunday,Stormy,18.79,1.34,38.33,15.37,0.27
Midday,Friday,Clear,26.13,1.23,32.16,45.04,0.94
Evening Peak,Tuesday,Cloudy,13.38,1.26,16.81,10.1,0.88
Evening Peak,Thursday,Clear,11.65,1.55,18.1,9.72,0.95
Morning Peak,Saturday,Rainy,40.26,1.57,72.48,29.56,0.31
Evening Peak,Saturday,Clear,40.96,1.58,64.69,32.72,0.89
Night,Wednesday,Cloudy,36.48,0.89,32.36,23.83,0.91
Morning Peak,Tuesday,Clear,48.11,1.53,73.48,2.76,0.76
Midday,Tuesday,Clear,11.96,1.21,14.45,9.51,0.96
Morning Peak,Thursday,Clear,56.8,1.72,97.46,3.44,0.83
Evening Peak,Monday,Clear,14.75,1.37,20.19,8.18,0.8
Midday,Monday,Cloudy,43.7,1.27,55.4,33.14,0.82
Morning Peak,Saturday,Clear,16.67,1.36,22.65,27.23,0.74
Night,Saturday,Cloudy,54.0,1.01,54.68,11.12,0.65
Night,Friday,Rainy,35.54,0.9,41.12,39.05,0.84
Morning Peak,Sunday,Rainy,14.11,1.35,23.11,18.99,1.0
Night,Thursday,Rainy,40.84,0.92,45.17,5.56,0.9
Night,Sunday,Rainy,10.46,1.06,12.83,31.64,0.23
Night,Sunday,Clear,48.8,1.09,53.4,25.35,0.77
Midday,Wednesday,Clear,42.53,1.12,47.54,0.5,0.92
Night,Sunday,Cloudy,20.63,1.07,21.99,42.95,0.78
Night,Wednesday,Rainy,28.74,0.95,34.7,26.16,0.81
Night,Sunday,Stormy,10.39,1.02,15.52,11.34,0.79
Midday,Thursday,Clear,44.68,1.01,45.29,26.97,0.73
Morning Peak,Wednesday,Clear,26.13,1.58,41.26,45.39,0.84
Evening Peak,Monday,Clear,38.58,1.23,47.38,22.04,0.75
Night,Wednesday,Rainy,57.84,0.88,57.61,8.08,0.71
Morning Peak,Wednesday,Cloudy,24.97,1.58,39.54,16.27,1.0
Night,Thursday,Clear,59.51,1.04,62.02,36.42,0.79
Midday,Thursday,Clear,41.64,1.17,48.64,32.97,0.52
Morning Peak,Wednesday,Cloudy,22.1,1.77,39.08,27.94,0.72
Midday,Tuesday,Rainy,31.84,1.24,45.17,4.9,0.79
Night,Thursday,Clear,47.02,0.85,39.82,11.25,0.88
Night,Friday,Rainy,32.32,0.92,35.37,15.57,0.76
Midday,Friday,Cloudy,13.43,1.2,16.12,16.38,0.82
Evening Peak,Monday,Rainy,18.43,1.58,36.46,33.66,0.97
Midday,Sunday,Rainy,49.56,1.3,82.75,22.68,0.93
Night,Wednesday,Clear,42.42,1.03,43.65,27.37,0.85
Midday,Tuesday,Clear,38.49,1.17,45.12,31.66,0.64
Evening Peak,Monday,Rainy,18.38,1.5,34.05,18.33,0.99
Midday,Wednesday,Clear,51.89,1.08,56.14,32.61,0.5
Evening Peak,Thursday,Rainy,58.04,1.31,91.57,21.64,0.49
Evening Peak,Friday,Rainy,12.04,1.46,20.25,24.34,0.33
Midday,Saturday,Rainy,13.9,1.26,21.65,24.67,0.82
Midday,Tuesday,Clear,54.24,1.29,70.02,9.78,0.85
Morning Peak,Saturday,Clear,50.78,1.47,74.68,16.73,0.86
Night,Friday,Cloudy,40.9,1.04,42.49,8.67,0.88
Evening Peak,Sunday,Clear,57.25,1.54,88.2,14.0,0.85
Morning Peak,Sunday,Rainy,42.32,1.61,88.42,23.48,0.99
Midday,Saturday,Rainy,20.8,1.1,27.45,38.83,0.83
Night,Thursday,Clear,46.43,0.99,45.77,21.9,0.81
Morning Peak,Wednesday,Rainy,42.29,1.59,76.24,15.67,0.8
Evening Peak,Thursday,Clear,59.29,1.44,85.53,19.77,0.87
Morning Peak,Saturday,Clear,20.69,1.61,33.31,1.47,0.51
Evening Peak,Thursday,Stormy,39.89,1.54,81.71,21.65,1.0
Midday,Friday,Stormy,49.01,1.05,71.12,35.94,0.81
Night,Tuesday,Cloudy,26.95,0.91,24.53,28.45,0.61
Night,Thursday,Rainy,28.98,0.98,34.33,17.08,0.62
Night,Friday,Cloudy,54.4,0.88,48.14,6.87,0.8
Midday,Tuesday,Clear,30.21,1.29,39.07,38.62,0.73
Evening Peak,Sunday,Clear,41.24,1.31,53.82,19.12,0.73
Midday,Wednesday,Rainy,54.46,1.14,80.11,8.98,0.92
Night,Saturday,Clear,20.49,1.06,21.79,46.32,0.44
Midday,Sunday,Cloudy,59.09,1.02,60.51,20.45,0.83
Midday,Wednesday,Cloudy,45.1,1.25,56.2,12.16,0.84
Midday,Sunday,Rainy,34.81,1.17,47.28,20.45,0.94
Evening Peak,Monday,Clear,31.55,1.21,38.26,8.72,0.76
Morning Peak,Sunday,Clear,57.72,1.75,101.09,0.86,0.99
Morning Peak,Friday,Clear,20.29,1.32,26.77,20.64,0.84
Midday,Tuesday,Cloudy,25.58,1.15,29.54,17.25,0.94
Morning Peak,Sunday,Rainy,25.39,1.32,39.05,19.02,1.0
Morning Peak,Thursday,Cloudy,24.45,1.34,32.66,9.15,0.91
Midday,Wednesday,Rainy,33.43,1.27,50.63,15.2,0.9
Midday,Sunday,Clear,59.46,1.23,73.12,29.57,0.55
Night,Tuesday,Rainy,54.44,0.86,60.04,15.84,1.0
Morning Peak,Friday,Cloudy,26.4,1.61,42.51,38.46,0.9
Evening Peak,Monday,Clear,31.14,1.52,47.27,16.92,0.44
Midday,Wednesday,Clear,43.47,1.27,55.08,3.16,0.94
Night,Saturday,Rainy,10.86,0.94,12.09,20.67,0.91
Evening Peak,Tuesday,Rainy,51.01,1.56,91.02,17.3,0.83
Morning Peak,Saturday,Clear,53.99,1.55,83.9,42.66,0.3
Night,Tuesday,Rainy,52.86,1.01,60.26,37.48,0.82
Midday,Tuesday,Clear,28.75,1.29,37.2,15.67,0.85
Evening Peak,Friday,Clear,33.1,1.29,42.84,3.24,0.88
Midday,Friday,Cloudy,10.62,1.05,11.16,12.18,0.99
Morning Peak,Friday,Cloudy,29.97,1.47,44.09,10.47,0.92
Evening Peak,Sunday,Rainy,33.02,1.27,49.8,34.27,0.83
Morning Peak,Thursday,Clear,55.35,1.44,79.82,43.8,0.91
Morning Peak,Tuesday,Clear,54.7,1.67,91.43,16.42,0.93
Night,Wednesday,Clear,58.3,0.94,55.0,35.2,0.9
Midday,Saturday,Clear,54.26,1.11,60.36,8.47,0.98
Evening Peak,Friday,Clear,10.41,1.35,14.03,12.39,0.89
Morning Peak,Sunday,Clear,42.07,1.4,58.79,12.75,0.91
Morning Peak,Friday,Clear,13.41,1.52,20.44,51.96,0.73
Evening Peak,Saturday,Clear,23.63,1.45,34.26,25.41,0.77
Morning Peak,Saturday,Cloudy,38.92,1.37,53.3,14.97,0.28
Night,Tuesday,Clear,45.03,1.09,49.17,9.76,0.69
Night,Friday,Clear,42.73,0.93,39.87,9.42,0.65
Night,Saturday,Cloudy,12.45,1.08,13.5,3.32,0.76
Night,Thursday,Clear,15.18,0.84,12.76,38.88,0.79
Morning Peak,Thursday,Cloudy,16.43,1.68,27.66,20.6,0.89
Evening Peak,Friday,Clear,14.57,1.45,21.08,25.61,0.53
Evening Peak,Sunday,Clear,18.91,1.53,28.9,42.94,0.95
Evening Peak,Saturday,Clear,44.42,1.44,63.98,23.56,0.8
Evening Peak,Tuesday,Clear,51.54,1.59,81.7,31.54,0.8
Midday,Tuesday,Cloudy,30.44,1.19,36.17,7.41,1.0
Evening Peak,Sunday,Rainy,44.64,1.51,85.16,20.23,0.85
Midday,Tuesday,Clear,20.0,1.26,25.27,0.51,0.88
Midday,Monday,Clear,58.66,1.21,71.24,8.28,0.85
Night,Friday,Rainy,27.5,0.96,30.49,2.92,1.0
Midday,Tuesday,Clear,52.29,1.08,56.57,36.07,0.34
Morning Peak,Thursday,Rainy,57.27,1.73,118.95,21.07,1.0
Midday,Saturday,Clear,53.24,1.14,60.91,35.62,0.5
Night,Wednesday,Stormy,13.35,0.99,19.5,32.72,0.74
Midday,Sunday,Clear,42.52,1.02,43.53,15.63,0.94
Morning Peak,Wednesday,Clear,16.0,1.55,24.79,4.43,1.0
Morning Peak,Tuesday,Rainy,10.28,1.65,20.18,5.47,0.88
Morning Peak,Wednesday,Cloudy,12.59,1.59,20.04,5.48,1.0
Night,Wednesday,Cloudy,55.81,0.93,52.16,15.82,0.77
Night,Monday,Rainy,55.42,0.87,54.7,43.67,1.0
Evening Peak,Thursday,Cloudy,21.29,1.32,28.19,18.28,0.75
Night,Sunday,Clear,37.35,1.01,37.73,23.16,0.92
Morning Peak,Thursday,Cloudy,57.75,1.41,81.55,32.8,0.92
Morning Peak,Monday,Clear,34.84,1.61,56.11,40.54,0.84
Night,Monday,Rainy,29.68,0.98,37.24,35.74,0.77
Midday,Wednesday,Stormy,34.16,1.29,64.82,9.6,0.82
Night,Friday,Clear,49.51,0.82,40.51,12.92,0.89
Night,Saturday,Clear,33.86,0.83,28.19,16.51,0.9
Morning Peak,Saturday,Clear,49.16,1.55,76.35,17.68,0.97
Evening Peak,Wednesday,Clear,31.58,1.41,44.56,31.28,0.44
Morning Peak,Saturday,Rainy,22.6,1.32,37.16,46.61,0.98
Evening Peak,Monday,Clear,26.32,1.53,40.28,16.73,0.82
Morning Peak,Thursday,Clear,13.89,1.55,21.49,27.01,0.66
Night,Saturday,Rainy,34.87,0.9,38.68,29.02,0.37
Morning Peak,Sunday,Rainy,17.41,1.46,33.01,21.68,0.78
Morning Peak,Wednesday,Cloudy,50.58,1.73,87.53,69.31,0.43
Morning Peak,Friday,Cloudy,31.03,1.4,43.39,5.56,0.93
Night,Wednesday,Cloudy,48.25,0.85,40.92,16.09,0.95
Night,Tuesday,Stormy,57.72,0.86,71.66,26.34,0.89
Night,Wednesday,Cloudy,52.47,0.99,51.82,4.59,0.86
Night,Monday,Cloudy,57.57,1.04,60.06,15.27,0.85
Evening Peak,Thursday,Clear,38.4,1.33,51.16,14.0,1.0
Evening Peak,Thursday,Clear,18.27,1.27,23.19,23.64,0.93
Midday,Sunday,Cloudy,56.77,1.06,60.33,8.17,0.86
Night,Saturday,Rainy,53.43,0.99,62.41,21.15,0.88
Evening Peak,Monday,Rainy,53.22,1.3,80.99,26.19,0.27
Morning Peak,Tuesday,Stormy,44.66,1.74,109.37,13.55,1.0
Night,Monday,Cloudy,41.25,0.83,34.28,12.87,0.84
Midday,Wednesday,Rainy,10.74,1.01,12.52,16.22,0.96
Midday,Monday,Rainy,47.4,1.03,63.07,29.01,0.88
Midday,Monday,Cloudy,14.58,1.25,18.27,15.29,0.77
Morning Peak,Sunday,Clear,22.99,1.63,37.37,24.67,0.91
Evening Peak,Tuesday,Clear,37.57,1.58,59.48,17.63,0.8
Morning Peak,Wednesday,Rainy,32.59,1.47,60.96,13.35,0.93
Night,Friday,Clear,10.79,0.86,9.32,19.17,0.88
Midday,Sunday,Rainy,51.2,1.17,69.6,23.68,0.91
Morning Peak,Friday,Clear,53.94,1.57,84.63,40.38,0.71
Morning Peak,Sunday,Rainy,44.09,1.6,81.68,17.45,0.91
Evening Peak,Thursday,Cloudy,37.05,1.34,49.61,34.79,0.46
Evening Peak,Sunday,Rainy,58.04,1.2,78.2,10.83,0.92
Midday,Saturday,Clear,16.0,1.01,16.17,5.5,0.8
Morning Peak,Monday,Rainy,46.9,1.63,97.61,5.14,1.0
Morning Peak,Thursday,Cloudy,16.42,1.56,25.64,27.89,0.29
Evening Peak,Tuesday,Clear,29.09,1.53,44.46,11.33,0.97
Morning Peak,Friday,Cloudy,39.27,1.45,56.96,36.89,0.7
Morning Peak,Sunday,Clear,46.85,1.71,80.01,9.53,0.89
Morning Peak,Monday,Clear,10.19,1.51,15.41,20.06,0.77
Evening Peak,Tuesday,Clear,23.03,1.24,28.53,40.92,0.5
Midday,Saturday,Rainy,36.91,1.29,56.06,14.29,1.0
Night,Tuesday,Cloudy,36.64,0.95,34.94,13.48,0.8
Midday,Monday,Cloudy,41.88,1.19,49.79,20.85,0.9
Night,Saturday,Clear,25.19,1.0,25.22,16.92,0.87
Morning Peak,Tuesday,Clear,37.03,1.48,54.84,58.71,0.64
Midday,Saturday,Stormy,19.49,1.22,35.12,15.28,0.82
Night,Sunday,Cloudy,19.34,1.06,20.53,11.27,0.87
Evening Peak,Sunday,Rainy,38.83,1.35,67.34,22.69,0.83
Evening Peak,Monday,Clear,44.27,1.46,64.76,22.48,1.0
Midday,Monday,Clear,16.02,1.23,19.66,19.08,0.89
Midday,Saturday,Rainy,16.14,1.06,20.16,24.96,0.81
Morning Peak,Wednesday,Cloudy,38.27,1.47,56.11,34.64,0.77
Midday,Thursday,Clear,23.5,1.03,24.27,0.88,0.79
Morning Peak,Tuesday,Clear,29.62,1.6,47.42,15.72,0.88
Morning Peak,Tuesday,Rainy,30.04,1.7,64.43,25.97,0.9
Evening Peak,Wednesday,Clear,18.93,1.44,27.34,24.39,0.96
Evening Peak,Wednesday,Cloudy,10.07,1.27,12.8,41.57,0.69
Night,Wednesday,Clear,52.66,0.96,50.76,2.75,1.0
Evening Peak,Friday,Clear,45.75,1.53,70.18,24.01,1.0
Evening Peak,Friday,Stormy,44.53,1.32,84.06,24.08,0.74
Midday,Saturday,Clear,37.33,1.25,46.65,52.49,0.53
Evening Peak,Friday,Cloudy,45.05,1.51,68.2,5.14,0.79
Night,Sunday,Rainy,56.78,0.81,56.8,10.98,0.3
Midday,Sunday,Clear,43.28,1.07,46.39,47.01,0.93
Night,Monday,Clear,23.25,0.96,22.39,25.37,0.53
Evening Peak,Saturday,Cloudy,38.53,1.49,57.29,40.68,1.0
Night,Tuesday,Clear,32.12,1.06,34.18,3.66,0.72
Midday,Thursday,Clear,37.82,1.19,45.09,9.5,0.61
Morning Peak,Monday,Clear,35.88,1.49,53.47,37.73,0.61
Night,Tuesday,Cloudy,52.94,0.86,45.28,48.32,0.44
Night,Tuesday,Cloudy,42.59,1.03,43.78,30.28,0.29
Midday,Saturday,Cloudy,19.44,1.06,20.64,31.16,0.86
Midday,Wednesday,Clear,13.15,1.21,15.89,8.26,0.93
Night,Wednesday,Cloudy,31.22,0.85,26.67,3.53,0.81
Evening Peak,Monday,Stormy,10.78,1.24,19.05,7.54,0.96
Night,Wednesday,Cloudy,25.91,0.88,22.68,9.24,0.94
Midday,Tuesday,Rainy,28.4,1.09,36.33,38.12,0.58
Morning Peak,Wednesday,Cloudy,28.78,1.62,46.73,19.84,0.52
Morning Peak,Friday,Rainy,58.97,1.38,105.67,20.41,0.75
Evening Peak,Wednesday,Rainy,25.2,1.57,48.42,29.78,0.89
Night,Tuesday,Clear,23.26,0.97,22.48,11.48,0.32
Morning Peak,Saturday,Clear,16.47,1.55,25.45,12.43,0.88
Night,Monday,Clear,35.55,0.93,33.08,21.31,0.92
Midday,Thursday,Clear,17.68,1.17,20.69,9.43,0.99
Morning Peak,Wednesday,Clear,40.81,1.31,53.52,12.91,0.81
Evening Peak,Sunday,Rainy,17.76,1.6,33.26,30.05,0.92
Midday,Sunday,Clear,38.83,1.17,45.33,18.06,0.81
Evening Peak,Tuesday,Cloudy,51.31,1.21,62.3,35.63,0.41
Midday,Thursday,Cloudy,12.13,1.18,14.27,11.96,0.74
Morning Peak,Thursday,Clear,30.99,1.52,47.06,24.31,0.84
Evening Peak,Friday,Rainy,33.05,1.21,46.04,6.41,0.92
Evening Peak,Thursday,Rainy,49.55,1.57,86.19,20.03,0.89
Midday,Sunday,Clear,33.4,1.0,33.5,22.92,0.8
Evening Peak,Saturday,Clear,38.38,1.43,54.92,8.72,0.97
Midday,Tuesday,Clear,49.56,1.29,63.86,6.7,0.81
Midday,Tuesday,Rainy,37.99,1.07,50.52,4.36,0.97
Midday,Wednesday,Clear,27.91,1.08,30.04,28.28,0.7
Midday,Wednesday,Cloudy,14.29,1.0,14.29,8.49,0.86
Morning Peak,Wednesday,Rainy,46.5,1.33,72.8,35.54,0.83
Midday,Sunday,Clear,53.56,1.01,54.28,43.54,0.79
Night,Sunday,Rainy,58.5,1.05,77.42,15.91,0.75
Evening Peak,Sunday,Clear,56.33,1.53,86.45,44.93,0.47
Night,Sunday,Rainy,49.87,1.02,59.54,0.77,0.79
Morning Peak,Sunday,Clear,42.17,1.48,62.26,10.81,0.72
Night,Sunday,Cloudy,49.07,1.05,51.35,28.88,0.4
Evening Peak,Saturday,Clear,31.6,1.42,44.75,27.79,0.38
Night,Sunday,Rainy,39.74,0.89,41.61,24.25,0.93
Morning Peak,Thursday,Cloudy,27.43,1.52,41.66,31.6,0.95
Midday,Thursday,Clear,26.34,1.02,26.86,40.55,0.47
Night,Friday,Cloudy,47.83,1.08,51.83,5.93,0.88
Morning Peak,Saturday,Clear,32.7,1.61,52.63,17.35,0.75
Morning Peak,Wednesday,Cloudy,20.61,1.67,34.33,20.15,0.75
Evening Peak,Monday,Rainy,20.1,1.47,37.12,25.36,0.79
Evening Peak,Sunday,Clear,52.96,1.47,77.7,18.49,0.93
Night,Friday,Clear,43.89,0.81,35.34,23.29,0.82
Midday,Monday,Clear,37.3,1.16,43.18,36.53,0.51
Morning Peak,Thursday,Cloudy,30.05,1.71,51.41,18.74,0.45
Night,Friday,Clear,31.54,0.81,25.65,16.42,0.87
Morning Peak,Friday,Clear,12.87,1.78,22.89,8.88,0.87
Morning Peak,Tuesday,Clear,32.75,1.51,49.51,35.48,0.74
Midday,Thursday,Clear,49.77,1.09,54.1,19.66,0.82
Midday,Thursday,Stormy,29.4,1.16,49.32,31.15,0.94
Night,Saturday,Clear,29.18,1.04,30.36,22.65,0.37
Midday,Friday,Cloudy,10.79,1.14,12.32,37.9,0.9
Midday,Sunday,Rainy,32.89,1.19,50.13,10.2,0.7
Night,Thursday,Rainy,11.27,0.95,13.04,15.31,0.81
Midday,Friday,Clear,38.52,1.19,45.81,12.62,0.82
Evening Peak,Saturday,Cloudy,35.34,1.26,44.36,31.15,0.27
Morning Peak,Sunday,Rainy,52.0,1.32,78.77,4.58,0.78
Morning Peak,Saturday,Clear,39.09,1.37,53.49,7.61,0.78
Morning Peak,Tuesday,Clear,26.17,1.44,37.76,9.49,0.92
Morning Peak,Sunday,Clear,35.81,1.43,51.09,3.19,0.85
Night,Friday,Clear,44.99,0.98,44.29,65.51,0.91
Morning Peak,Thursday,Clear,14.7,1.53,22.46,32.78,0.81
Morning Peak,Thursday,Rainy,41.05,1.32,65.74,37.2,0.65
Morning Peak,Friday,Clear,55.83,1.32,73.55,40.16,0.95
Morning Peak,Friday,Cloudy,24.96,1.35,33.57,45.93,0.37
Evening Peak,Friday,Cloudy,41.33,1.34,55.43,7.63,0.76
Morning Peak,Wednesday,Clear,51.07,1.3,66.54,15.72,0.98
Evening Peak,Sunday,Rainy,35.59,1.4,54.75,43.68,0.79
Night,Thursday,Clear,45.9,0.91,41.69,13.47,0.93
Midday,Sunday,Rainy,25.55,1.17,34.65,27.49,0.82
Morning Peak,Saturday,Clear,25.3,1.66,42.01,15.61,0.6
Midday,Thursday,Cloudy,43.38,1.08,46.65,19.05,0.81
Midday,Wednesday,Rainy,45.27,1.05,54.12,15.24,1.0
Night,Friday,Clear,56.85,0.88,50.22,26.6,0.96
Midday,Tuesday,Clear,21.24,1.0,21.25,14.76,0.85
Evening Peak,Friday,Rainy,33.41,1.25,51.32,11.87,0.73
Midday,Friday,Clear,22.53,1.23,27.6,28.81,0.48
Midday,Wednesday,Rainy,14.0,1.07,16.84,36.81,0.94
Midday,Sunday,Stormy,30.16,1.3,54.31,6.36,0.9
Morning Peak,Thursday,Clear,28.7,1.38,39.72,1.87,0.41
Morning Peak,Friday,Clear,23.52,1.69,39.85,13.52,0.8
Evening Peak,Thursday,Clear,24.85,1.48,36.83,19.45,0.79
Evening Peak,Monday,Clear,28.02,1.33,37.24,13.62,0.81
Morning Peak,Saturday,Rainy,59.44,1.47,101.59,19.93,0.9
Evening Peak,Sunday,Rainy,49.15,1.43,77.11,38.59,0.89
Morning Peak,Thursday,Clear,13.57,1.73,23.42,27.68,0.22
Night,Tuesday,Clear,53.62,0.92,49.11,1.16,0.81
Midday,Saturday,Clear,41.67,1.02,42.43,15.98,1.0
Midday,Tuesday,Clear,54.53,1.11,60.65,9.75,0.83
Evening Peak,Friday,Rainy,27.09,1.28,38.55,30.62,0.39
Morning Peak,Saturday,Clear,33.23,1.77,58.8,29.21,0.91
Morning Peak,Thursday,Rainy,54.81,1.65,105.02,6.05,0.8
Evening Peak,Saturday,Cloudy,23.63,1.22,28.83,4.76,0.88
Morning Peak,Friday,Rainy,55.78,1.45,92.33,49.47,0.46
Night,Wednesday,Clear,51.42,0.82,41.91,14.47,0.38
Midday,Sunday,Cloudy,59.03,1.25,73.73,11.99,0.75
Evening Peak,Tuesday,Cloudy,26.21,1.56,40.96,58.77,0.54
Evening Peak,Friday,Rainy,21.79,1.24,30.47,11.05,0.86
Morning Peak,Wednesday,Clear,26.54,1.52,40.35,12.53,0.78
Evening Peak,Saturday,Clear,57.73,1.57,90.8,22.84,0.84
Night,Saturday,Cloudy,26.65,0.84,22.48,44.53,0.85
Morning Peak,Friday,Clear,38.26,1.45,55.32,48.02,0.82
Morning Peak,Thursday,Clear,30.18,1.45,43.83,12.52,0.78
Morning Peak,Saturday,Stormy,29.81,1.32,52.78,21.29,0.93
Morning Peak,Thursday,Clear,19.67,1.32,25.93,19.6,0.78
Night,Thursday,Clear,36.85,1.09,40.02,45.76,0.83
Morning Peak,Sunday,Clear,52.47,1.59,83.19,28.21,0.83
Evening Peak,Thursday,Cloudy,12.47,1.32,16.5,29.45,0.93
Night,Monday,Clear,54.46,0.91,49.76,25.01,0.31
Midday,Sunday,Cloudy,43.27,1.21,52.55,7.5,0.93
Midday,Wednesday,Clear,40.84,1.11,45.33,27.64,0.76
Evening Peak,Wednesday,Clear,41.3,1.29,53.32,0.5,0.93
Evening Peak,Saturday,Rainy,24.81,1.24,39.01,13.75,0.91
Night,Saturday,Clear,30.76,1.02,31.33,41.09,0.8
Midday,Thursday,Stormy,49.96,1.05,79.27,22.32,0.99
Midday,Sunday,Clear,25.32,1.02,25.85,29.97,1.0
Midday,Sunday,Clear,33.5,1.13,37.79,11.99,0.74
Midday,Monday,Clear,10.98,1.01,11.11,18.98,0.89
Midday,Thursday,Clear,46.68,1.29,60.19,43.84,0.47
Morning Peak,Monday,Stormy,30.89,1.61,72.03,4.72,0.88
Evening Peak,Thursday,Rainy,36.27,1.26,58.62,8.49,0.49
Morning Peak,Tuesday,Clear,15.73,1.39,21.81,29.68,0.89
Midday,Tuesday,Cloudy,59.59,1.17,69.77,3.77,0.96
Night,Friday,Cloudy,25.12,0.91,22.79,5.76,0.81
Night,Thursday,Clear,41.75,1.03,43.1,17.03,0.77
Midday,Sunday,Clear,39.06,1.16,45.46,17.13,0.8
Midday,Saturday,Rainy,49.25,1.13,61.55,44.53,0.3
Night,Wednesday,Stormy,24.69,1.09,37.74,63.11,0.45
Morning Peak,Friday,Stormy,47.8,1.5,110.57,8.34,0.99
Morning Peak,Saturday,Rainy,29.13,1.5,53.56,19.46,0.97
Midday,Tuesday,Cloudy,30.56,1.2,36.66,14.59,0.95
Morning Peak,Thursday,Clear,43.64,1.7,74.39,21.17,0.87
Night,Friday,Clear,49.21,0.99,48.62,44.25,0.74
Morning Peak,Thursday,Clear,43.34,1.65,71.49,46.23,0.42
Midday,Tuesday,Cloudy,54.99,1.11,61.15,23.35,0.82
Night,Friday,Rainy,24.26,0.94,29.68,26.24,0.25
Morning Peak,Tuesday,Rainy,55.03,1.4,99.2,16.65,0.92
Evening Peak,Monday,Rainy,16.54,1.47,27.62,15.87,0.94
Night,Tuesday,Rainy,42.98,0.87,48.2,49.77,0.84
Night,Sunday,Stormy,37.38,0.8,47.38,9.63,0.88
Evening Peak,Sunday,Clear,34.73,1.57,54.65,18.81,0.76
Evening Peak,Thursday,Rainy,25.55,1.32,39.68,12.4,0.83
Night,Wednesday,Cloudy,35.19,0.86,30.22,43.8,0.82
Evening Peak,Tuesday,Clear,18.09,1.31,23.65,41.73,0.88
Midday,Saturday,Stormy,28.47,1.1,49.9,34.57,0.85
Midday,Sunday,Rainy,14.93,1.14,18.89,33.65,1.0
Midday,Wednesday,Clear,38.59,1.02,39.4,17.42,0.81
Night,Monday,Clear,14.79,0.82,12.06,25.92,0.81
Evening Peak,Friday,Cloudy,18.02,1.32,23.73,12.72,0.88
Evening Peak,Friday,Cloudy,14.27,1.32,18.82,11.81,0.73
Morning Peak,Sunday,Rainy,29.07,1.36,48.66,12.48,0.82
Morning Peak,Wednesday,Clear,52.1,1.5,78.27,14.98,0.89
Evening Peak,Sunday,Clear,55.34,1.31,72.7,2.84,0.85
Evening Peak,Friday,Clear,13.59,1.21,16.46,7.99,0.9
Evening Peak,Tuesday,Clear,41.73,1.55,64.86,6.79,0.92
Night,Wednesday,Clear,44.22,1.07,47.13,29.05,0.81
Evening Peak,Thursday,Rainy,36.69,1.28,54.31,36.73,0.93
Morning Peak,Tuesday,Clear,43.35,1.38,59.88,25.63,0.49
Night,Tuesday,Clear,21.68,0.96,20.91,52.43,0.59
Evening Peak,Tuesday,Clear,34.48,1.45,50.08,38.0,0.94
Morning Peak,Thursday,Clear,29.54,1.78,52.55,28.35,0.75
Night,Monday,Rainy,14.49,0.91,14.89,2.84,0.92
Evening Peak,Saturday,Cloudy,41.28,1.45,59.74,28.9,0.95
Evening Peak,Sunday,Rainy,34.76,1.55,65.54,29.27,0.82
Evening Peak,Friday,Clear,23.76,1.38,32.79,16.81,0.92
Night,Sunday,Clear,33.68,0.84,28.18,9.15,0.95
Morning Peak,Wednesday,Clear,48.76,1.49,72.6,21.59,0.84
Morning Peak,Monday,Clear,50.08,1.37,68.53,31.71,0.92
Midday,Wednesday,Rainy,42.48,1.0,49.57,38.55,0.27
Evening Peak,Sunday,Clear,33.39,1.5,50.1,28.39,0.82
Midday,Friday,Cloudy,38.79,1.07,41.56,42.73,0.96
Midday,Thursday,Clear,29.25,1.0,29.27,9.39,0.92
Morning Peak,Sunday,Cloudy,16.33,1.74,28.35,34.48,0.51
Night,Tuesday,Rainy,29.28,0.93,33.7,58.41,0.87
Night,Sunday,Cloudy,36.52,0.87,31.83,7.03,0.79
Morning Peak,Tuesday,Cloudy,39.94,1.43,57.17,33.31,0.25
Night,Thursday,Stormy,56.79,0.87,72.41,26.09,0.77
Midday,Sunday,Cloudy,48.87,1.06,51.72,18.95,0.93
Evening Peak,Monday,Clear,17.6,1.54,27.04,57.49,1.0
Morning Peak,Monday,Clear,18.71,1.39,25.92,39.25,0.93
Evening Peak,Wednesday,Rainy,15.02,1.42,25.23,25.05,0.38
Night,Thursday,Rainy,46.91,0.82,43.88,13.1,1.0
Evening Peak,Monday,Clear,45.31,1.58,71.57,22.7,0.52
Night,Sunday,Clear,59.32,0.98,58.19,12.55,0.96
Night,Thursday,Stormy,36.1,1.07,57.23,28.51,1.0
Midday,Friday,Clear,51.32,1.12,57.45,11.44,0.82
Night,Tuesday,Clear,38.82,1.04,40.5,16.9,0.75
Midday,Sunday,Clear,53.7,1.26,67.46,22.67,0.85
